"group_uid","player.treatment","subsession.round_number","manager","player.price"
"bothe_2__g3","M_exp_W_exp",11,"W_exp",130
"bothe_2__g4","M_exp_W_exp",11,"W_exp",125
"bothe_2__g5","M_exp_W_exp",11,"W_exp",125
"MnoWe_1__g1","M_no_W_exp",12,"W_exp",480
"MnoWe_1__g2","M_no_W_exp",12,"W_exp",160
"MnoWe_1__g3","M_no_W_exp",12,"W_exp",350
"MnoWe_1__g4","M_no_W_exp",12,"W_exp",400
"MnoWe_1__g5","M_no_W_exp",12,"W_exp",211
"MnoWe_2__g1","M_no_W_exp",12,"W_exp",200
"MnoWe_2__g2","M_no_W_exp",12,"W_exp",300
"MnoWe_2__g3","M_no_W_exp",12,"W_exp",500
"MnoWe_2__g4","M_no_W_exp",12,"W_exp",10
"MnoWe_2__g5","M_no_W_exp",12,"W_exp",352
"bothe_1__g1","M_exp_W_exp",12,"W_exp",180
"bothe_1__g2","M_exp_W_exp",12,"W_exp",315
"bothe_1__g3","M_exp_W_exp",12,"W_exp",240
"bothe_1__g4","M_exp_W_exp",12,"W_exp",297
"bothe_1__g5","M_exp_W_exp",12,"W_exp",299
"bothe_2__g1","M_exp_W_exp",12,"W_exp",250
"bothe_2__g2","M_exp_W_exp",12,"W_exp",190
"bothe_2__g3","M_exp_W_exp",12,"W_exp",142
"bothe_2__g4","M_exp_W_exp",12,"W_exp",125
"bothe_2__g5","M_exp_W_exp",12,"W_exp",125
"MnoWe_1__g1","M_no_W_exp",13,"W_exp",481
"MnoWe_1__g2","M_no_W_exp",13,"W_exp",165
"MnoWe_1__g3","M_no_W_exp",13,"W_exp",329
"MnoWe_1__g4","M_no_W_exp",13,"W_exp",450
"MnoWe_1__g5","M_no_W_exp",13,"W_exp",220
"MnoWe_2__g1","M_no_W_exp",13,"W_exp",200
"MnoWe_2__g2","M_no_W_exp",13,"W_exp",301
"MnoWe_2__g3","M_no_W_exp",13,"W_exp",500
"MnoWe_2__g4","M_no_W_exp",13,"W_exp",500
"MnoWe_2__g5","M_no_W_exp",13,"W_exp",352
"bothe_1__g1","M_exp_W_exp",13,"W_exp",198
"bothe_1__g2","M_exp_W_exp",13,"W_exp",350
"bothe_1__g3","M_exp_W_exp",13,"W_exp",220
"bothe_1__g4","M_exp_W_exp",13,"W_exp",280
"bothe_1__g5","M_exp_W_exp",13,"W_exp",289
"bothe_2__g1","M_exp_W_exp",13,"W_exp",240
"bothe_2__g2","M_exp_W_exp",13,"W_exp",215
"bothe_2__g3","M_exp_W_exp",13,"W_exp",140
"bothe_2__g4","M_exp_W_exp",13,"W_exp",125
"bothe_2__g5","M_exp_W_exp",13,"W_exp",125
"MnoWe_1__g1","M_no_W_exp",14,"W_exp",485
"MnoWe_1__g2","M_no_W_exp",14,"W_exp",170
"MnoWe_1__g3","M_no_W_exp",14,"W_exp",320
"MnoWe_1__g4","M_no_W_exp",14,"W_exp",480
"MnoWe_1__g5","M_no_W_exp",14,"W_exp",230
"MnoWe_2__g1","M_no_W_exp",14,"W_exp",200
"MnoWe_2__g2","M_no_W_exp",14,"W_exp",310
"MnoWe_2__g3","M_no_W_exp",14,"W_exp",525
"MnoWe_2__g4","M_no_W_exp",14,"W_exp",510
"MnoWe_2__g5","M_no_W_exp",14,"W_exp",352
"bothe_1__g1","M_exp_W_exp",14,"W_exp",210
"bothe_1__g2","M_exp_W_exp",14,"W_exp",300
