"group_uid","player.treatment","subsession.round_number","manager","player.price"
"MeWno_1__g4","M_exp_W_no",3,"no",110
"MeWno_1__g5","M_exp_W_no",3,"no",112
"MeWno_2__g1","M_exp_W_no",3,"no",75
"MeWno_2__g2","M_exp_W_no",3,"no",200
"MeWno_2__g3","M_exp_W_no",3,"no",170
"MeWno_2__g4","M_exp_W_no",3,"no",190
"MeWno_2__g5","M_exp_W_no",3,"no",150
"bothe_1__g1","M_exp_W_exp",3,"no",100
"bothe_1__g2","M_exp_W_exp",3,"no",180
"bothe_1__g3","M_exp_W_exp",3,"no",200
"bothe_1__g4","M_exp_W_exp",3,"no",140
"bothe_1__g5","M_exp_W_exp",3,"no",277
"bothe_2__g1","M_exp_W_exp",3,"no",108
"bothe_2__g2","M_exp_W_exp",3,"no",150
"bothe_2__g3","M_exp_W_exp",3,"no",110
"bothe_2__g4","M_exp_W_exp",3,"no",125
"bothe_2__g5","M_exp_W_exp",3,"no",100
"bothno_1__g1","M_no_W_no",4,"no",100
"bothno_1__g2","M_no_W_no",4,"no",115
"bothno_1__g3","M_no_W_no",4,"no",145
"bothno_1__g4","M_no_W_no",4,"no",90
"bothno_1__g5","M_no_W_no",4,"no",150
"botno_2__g1","M_no_W_no",4,"no",72
"botno_2__g2","M_no_W_no",4,"no",123
"botno_2__g3","M_no_W_no",4,"no",125
"botno_2__g4","M_no_W_no",4,"no",195
"botno_2__g5","M_no_W_no",4,"no",200
"MnoWe_1__g1","M_no_W_exp",4,"no",150
"MnoWe_1__g2","M_no_W_exp",4,"no",60
"MnoWe_1__g3","M_no_W_exp",4,"no",97
"MnoWe_1__g4","M_no_W_exp",4,"no",90
"MnoWe_1__g5","M_no_W_exp",4,"no",101
"MnoWe_2__g1","M_no_W_exp",4,"no",103
"MnoWe_2__g2","M_no_W_exp",4,"no",200
"MnoWe_2__g3","M_no_W_exp",4,"no",120
"MnoWe_2__g4","M_no_W_exp",4,"no",50
"MnoWe_2__g5","M_no_W_exp",4,"no",244
"MeWno_1__g1","M_exp_W_no",4,"no",102
"MeWno_1__g2","M_exp_W_no",4,"no",148
"MeWno_1__g3","M_exp_W_no",4,"no",186
"MeWno_1__g4","M_exp_W_no",4,"no",110
"MeWno_1__g5","M_exp_W_no",4,"no",112
"MeWno_2__g1","M_exp_W_no",4,"no",50
"MeWno_2__g2","M_exp_W_no",4,"no",200
"MeWno_2__g3","M_exp_W_no",4,"no",150
"MeWno_2__g4","M_exp_W_no",4,"no",150
"MeWno_2__g5","M_exp_W_no",4,"no",150
"bothe_1__g1","M_exp_W_exp",4,"no",95
"bothe_1__g2","M_exp_W_exp",4,"no",250
"bothe_1__g3","M_exp_W_exp",4,"no",200
"bothe_1__g4","M_exp_W_exp",4,"no",135
"bothe_1__g5","M_exp_W_exp",4,"no",280
"bothe_2__g1","M_exp_W_exp",4,"no",100
"bothe_2__g2","M_exp_W_exp",4,"no",140
"bothe_2__g3","M_exp_W_exp",4,"no",110
"bothe_2__g4","M_exp_W_exp",4,"no",125
"bothe_2__g5","M_exp_W_exp",4,"no",100
"bothno_1__g1","M_no_W_no",5,"no",70
"bothno_1__g2","M_no_W_no",5,"no",110
"bothno_1__g3","M_no_W_no",5,"no",120
"bothno_1__g4","M_no_W_no",5,"no",85
"bothno_1__g5","M_no_W_no",5,"no",150
"botno_2__g1","M_no_W_no",5,"no",65
"botno_2__g2","M_no_W_no",5,"no",110
"botno_2__g3","M_no_W_no",5,"no",120
"botno_2__g4","M_no_W_no",5,"no",200
"botno_2__g5","M_no_W_no",5,"no",230
"MnoWe_1__g1","M_no_W_exp",5,"no",120
"MnoWe_1__g2","M_no_W_exp",5,"no",60
"MnoWe_1__g3","M_no_W_exp",5,"no",100
"MnoWe_1__g4","M_no_W_exp",5,"no",100
"MnoWe_1__g5","M_no_W_exp",5,"no",100
"MnoWe_2__g1","M_no_W_exp",5,"no",104
"MnoWe_2__g2","M_no_W_exp",5,"no",200
"MnoWe_2__g3","M_no_W_exp",5,"no",140
"MnoWe_2__g4","M_no_W_exp",5,"no",20
"MnoWe_2__g5","M_no_W_exp",5,"no",243
"MeWno_1__g1","M_exp_W_no",5,"no",110
"MeWno_1__g2","M_exp_W_no",5,"no",140
"MeWno_1__g3","M_exp_W_no",5,"no",195
"MeWno_1__g4","M_exp_W_no",5,"no",100
"MeWno_1__g5","M_exp_W_no",5,"no",114
"MeWno_2__g1","M_exp_W_no",5,"no",50
"MeWno_2__g2","M_exp_W_no",5,"no",400
"MeWno_2__g3","M_exp_W_no",5,"no",145
"MeWno_2__g4","M_exp_W_no",5,"no",149
"MeWno_2__g5","M_exp_W_no",5,"no",150
"bothe_1__g1","M_exp_W_exp",5,"no",85
"bothe_1__g2","M_exp_W_exp",5,"no",200
"bothe_1__g3","M_exp_W_exp",5,"no",195
"bothe_1__g4","M_exp_W_exp",5,"no",130
"bothe_1__g5","M_exp_W_exp",5,"no",286
"bothe_2__g1","M_exp_W_exp",5,"no",100
"bothe_2__g2","M_exp_W_exp",5,"no",130
"bothe_2__g3","M_exp_W_exp",5,"no",110
"bothe_2__g4","M_exp_W_exp",5,"no",125
"bothe_2__g5","M_exp_W_exp",5,"no",95
"bothno_1__g1","M_no_W_no",6,"no",100
"bothno_1__g2","M_no_W_no",6,"no",110
"bothno_1__g3","M_no_W_no",6,"no",100
"bothno_1__g4","M_no_W_no",6,"no",80
"bothno_1__g5","M_no_W_no",6,"no",150
"botno_2__g1","M_no_W_no",6,"no",55
"botno_2__g2","M_no_W_no",6,"no",100
"botno_2__g3","M_no_W_no",6,"no",120
"botno_2__g4","M_no_W_no",6,"no",195
"botno_2__g5","M_no_W_no",6,"no",250
"MnoWe_1__g1","M_no_W_exp",6,"no",120
"MnoWe_1__g2","M_no_W_exp",6,"no",62
"MnoWe_1__g3","M_no_W_exp",6,"no",110
"MnoWe_1__g4","M_no_W_exp",6,"no",119
"MnoWe_1__g5","M_no_W_exp",6,"no",99
"MnoWe_2__g1","M_no_W_exp",6,"no",105
"MnoWe_2__g2","M_no_W_exp",6,"no",200
"MnoWe_2__g3","M_no_W_exp",6,"no",108
"MnoWe_2__g4","M_no_W_exp",6,"no",10
"MnoWe_2__g5","M_no_W_exp",6,"no",244
"MeWno_1__g1","M_exp_W_no",6,"no",110
"MeWno_1__g2","M_exp_W_no",6,"no",133
"MeWno_1__g3","M_exp_W_no",6,"no",203
"MeWno_1__g4","M_exp_W_no",6,"no",101
"MeWno_1__g5","M_exp_W_no",6,"no",116
"MeWno_2__g1","M_exp_W_no",6,"no",30
"MeWno_2__g2","M_exp_W_no",6,"no",300
"MeWno_2__g3","M_exp_W_no",6,"no",150
"MeWno_2__g4","M_exp_W_no",6,"no",149
"MeWno_2__g5","M_exp_W_no",6,"no",150
"bothe_1__g1","M_exp_W_exp",6,"no",75
"bothe_1__g2","M_exp_W_exp",6,"no",200
"bothe_1__g3","M_exp_W_exp",6,"no",165
"bothe_1__g4","M_exp_W_exp",6,"no",135
"bothe_1__g5","M_exp_W_exp",6,"no",288
"bothe_2__g1","M_exp_W_exp",6,"no",98
"bothe_2__g2","M_exp_W_exp",6,"no",125
"bothe_2__g3","M_exp_W_exp",6,"no",110
"bothe_2__g4","M_exp_W_exp",6,"no",125
"bothe_2__g5","M_exp_W_exp",6,"no",96
"bothno_1__g1","M_no_W_no",7,"no",110
"bothno_1__g2","M_no_W_no",7,"no",108
"bothno_1__g3","M_no_W_no",7,"no",82
"bothno_1__g4","M_no_W_no",7,"no",78
"bothno_1__g5","M_no_W_no",7,"no",150
"botno_2__g1","M_no_W_no",7,"no",75
"botno_2__g2","M_no_W_no",7,"no",105
"botno_2__g3","M_no_W_no",7,"no",110
"botno_2__g4","M_no_W_no",7,"no",195
"botno_2__g5","M_no_W_no",7,"no",275
"MnoWe_1__g1","M_no_W_exp",7,"no",120
"MnoWe_1__g2","M_no_W_exp",7,"no",60
"MnoWe_1__g3","M_no_W_exp",7,"no",105
"MnoWe_1__g4","M_no_W_exp",7,"no",121
"MnoWe_1__g5","M_no_W_exp",7,"no",95
"MnoWe_2__g1","M_no_W_exp",7,"no",105
"MnoWe_2__g2","M_no_W_exp",7,"no",200
"MnoWe_2__g3","M_no_W_exp",7,"no",110
"MnoWe_2__g4","M_no_W_exp",7,"no",5
"MnoWe_2__g5","M_no_W_exp",7,"no",245
"MeWno_1__g1","M_exp_W_no",7,"no",110
"MeWno_1__g2","M_exp_W_no",7,"no",140
"MeWno_1__g3","M_exp_W_no",7,"no",210
"MeWno_1__g4","M_exp_W_no",7,"no",90
"MeWno_1__g5","M_exp_W_no",7,"no",117
"MeWno_2__g1","M_exp_W_no",7,"no",40
"MeWno_2__g2","M_exp_W_no",7,"no",300
"MeWno_2__g3","M_exp_W_no",7,"no",146
"MeWno_2__g4","M_exp_W_no",7,"no",146
"MeWno_2__g5","M_exp_W_no",7,"no",150
"bothe_1__g1","M_exp_W_exp",7,"no",65
"bothe_1__g2","M_exp_W_exp",7,"no",251
"bothe_1__g3","M_exp_W_exp",7,"no",150
"bothe_1__g4","M_exp_W_exp",7,"no",140
"bothe_1__g5","M_exp_W_exp",7,"no",289
"bothe_2__g1","M_exp_W_exp",7,"no",100
"bothe_2__g2","M_exp_W_exp",7,"no",100
"bothe_2__g3","M_exp_W_exp",7,"no",110
"bothe_2__g4","M_exp_W_exp",7,"no",125
"bothe_2__g5","M_exp_W_exp",7,"no",96
"bothno_1__g1","M_no_W_no",8,"no",150
"bothno_1__g2","M_no_W_no",8,"no",108
"bothno_1__g3","M_no_W_no",8,"no",50
"bothno_1__g4","M_no_W_no",8,"no",75
"bothno_1__g5","M_no_W_no",8,"no",150
"botno_2__g1","M_no_W_no",8,"no",80
"botno_2__g2","M_no_W_no",8,"no",90
"botno_2__g3","M_no_W_no",8,"no",110
"botno_2__g4","M_no_W_no",8,"no",205
"botno_2__g5","M_no_W_no",8,"no",285
"MnoWe_1__g1","M_no_W_exp",8,"no",120
"MnoWe_1__g2","M_no_W_exp",8,"no",60
"MnoWe_1__g3","M_no_W_exp",8,"no",110
"MnoWe_1__g4","M_no_W_exp",8,"no",120
"MnoWe_1__g5","M_no_W_exp",8,"no",80
"MnoWe_2__g1","M_no_W_exp",8,"no",105
"MnoWe_2__g2","M_no_W_exp",8,"no",200
"MnoWe_2__g3","M_no_W_exp",8,"no",100
"MnoWe_2__g4","M_no_W_exp",8,"no",6
"MnoWe_2__g5","M_no_W_exp",8,"no",243
"MeWno_1__g1","M_exp_W_no",8,"no",110
"MeWno_1__g2","M_exp_W_no",8,"no",130
"MeWno_1__g3","M_exp_W_no",8,"no",215
"MeWno_1__g4","M_exp_W_no",8,"no",91
"MeWno_1__g5","M_exp_W_no",8,"no",119
"MeWno_2__g1","M_exp_W_no",8,"no",50
"MeWno_2__g2","M_exp_W_no",8,"no",250
"MeWno_2__g3","M_exp_W_no",8,"no",145
"MeWno_2__g4","M_exp_W_no",8,"no",146
"MeWno_2__g5","M_exp_W_no",8,"no",150
"bothe_1__g1","M_exp_W_exp",8,"no",56
"bothe_1__g2","M_exp_W_exp",8,"no",250
"bothe_1__g3","M_exp_W_exp",8,"no",140
"bothe_1__g4","M_exp_W_exp",8,"no",145
"bothe_1__g5","M_exp_W_exp",8,"no",285
"bothe_2__g1","M_exp_W_exp",8,"no",95
"bothe_2__g2","M_exp_W_exp",8,"no",100
"bothe_2__g3","M_exp_W_exp",8,"no",110
"bothe_2__g4","M_exp_W_exp",8,"no",125
"bothe_2__g5","M_exp_W_exp",8,"no",50
"bothno_1__g1","M_no_W_no",9,"no",125
"bothno_1__g2","M_no_W_no",9,"no",108
"bothno_1__g3","M_no_W_no",9,"no",25
"bothno_1__g4","M_no_W_no",9,"no",70
"bothno_1__g5","M_no_W_no",9,"no",150
"botno_2__g1","M_no_W_no",9,"no",68
"botno_2__g2","M_no_W_no",9,"no",80
"botno_2__g3","M_no_W_no",9,"no",110
"botno_2__g4","M_no_W_no",9,"no",200
"botno_2__g5","M_no_W_no",9,"no",290
"MnoWe_1__g1","M_no_W_exp",9,"no",121
"MnoWe_1__g2","M_no_W_exp",9,"no",46
"MnoWe_1__g3","M_no_W_exp",9,"no",115
"MnoWe_1__g4","M_no_W_exp",9,"no",115
"MnoWe_1__g5","M_no_W_exp",9,"no",75
"MnoWe_2__g1","M_no_W_exp",9,"no",106
"MnoWe_2__g2","M_no_W_exp",9,"no",200
"MnoWe_2__g3","M_no_W_exp",9,"no",100
"MnoWe_2__g4","M_no_W_exp",9,"no",1
"MnoWe_2__g5","M_no_W_exp",9,"no",243
"MeWno_1__g1","M_exp_W_no",9,"no",110
"MeWno_1__g2","M_exp_W_no",9,"no",150
"MeWno_1__g3","M_exp_W_no",9,"no",219
"MeWno_1__g4","M_exp_W_no",9,"no",95
"MeWno_1__g5","M_exp_W_no",9,"no",119
"MeWno_2__g1","M_exp_W_no",9,"no",60
"MeWno_2__g2","M_exp_W_no",9,"no",300
"MeWno_2__g3","M_exp_W_no",9,"no",142
"MeWno_2__g4","M_exp_W_no",9,"no",145
"MeWno_2__g5","M_exp_W_no",9,"no",150
"bothe_1__g1","M_exp_W_exp",9,"no",45
"bothe_1__g2","M_exp_W_exp",9,"no",273
"bothe_1__g3","M_exp_W_exp",9,"no",120
"bothe_1__g4","M_exp_W_exp",9,"no",145
"bothe_1__g5","M_exp_W_exp",9,"no",281
"bothe_2__g1","M_exp_W_exp",9,"no",100
"bothe_2__g2","M_exp_W_exp",9,"no",95
"bothe_2__g3","M_exp_W_exp",9,"no",110
"bothe_2__g4","M_exp_W_exp",9,"no",125
"bothe_2__g5","M_exp_W_exp",9,"no",40
"bothno_1__g1","M_no_W_no",10,"no",150
"bothno_1__g2","M_no_W_no",10,"no",108
"bothno_1__g3","M_no_W_no",10,"no",20
"bothno_1__g4","M_no_W_no",10,"no",60
"bothno_1__g5","M_no_W_no",10,"no",150
"botno_2__g1","M_no_W_no",10,"no",75
"botno_2__g2","M_no_W_no",10,"no",87
"botno_2__g3","M_no_W_no",10,"no",110
"botno_2__g4","M_no_W_no",10,"no",205
"botno_2__g5","M_no_W_no",10,"no",300
"MnoWe_1__g1","M_no_W_exp",10,"no",121
"MnoWe_1__g2","M_no_W_exp",10,"no",45
"MnoWe_1__g3","M_no_W_exp",10,"no",120
"MnoWe_1__g4","M_no_W_exp",10,"no",110
"MnoWe_1__g5","M_no_W_exp",10,"no",70
"MnoWe_2__g1","M_no_W_exp",10,"no",106
"MnoWe_2__g2","M_no_W_exp",10,"no",200
"MnoWe_2__g3","M_no_W_exp",10,"no",100
"MnoWe_2__g4","M_no_W_exp",10,"no",2
"MnoWe_2__g5","M_no_W_exp",10,"no",243
"MeWno_1__g1","M_exp_W_no",10,"no",105
"MeWno_1__g2","M_exp_W_no",10,"no",150
"MeWno_1__g3","M_exp_W_no",10,"no",222
"MeWno_1__g4","M_exp_W_no",10,"no",100
"MeWno_1__g5","M_exp_W_no",10,"no",120
"MeWno_2__g1","M_exp_W_no",10,"no",80
"MeWno_2__g2","M_exp_W_no",10,"no",250
"MeWno_2__g3","M_exp_W_no",10,"no",140
"MeWno_2__g4","M_exp_W_no",10,"no",144
"MeWno_2__g5","M_exp_W_no",10,"no",149
"bothe_1__g1","M_exp_W_exp",10,"no",34
"bothe_1__g2","M_exp_W_exp",10,"no",319
"bothe_1__g3","M_exp_W_exp",10,"no",100
"bothe_1__g4","M_exp_W_exp",10,"no",150
"bothe_1__g5","M_exp_W_exp",10,"no",275
"bothe_2__g1","M_exp_W_exp",10,"no",100
"bothe_2__g2","M_exp_W_exp",10,"no",90
"bothe_2__g3","M_exp_W_exp",10,"no",110
"bothe_2__g4","M_exp_W_exp",10,"no",125
"bothe_2__g5","M_exp_W_exp",10,"no",30
