session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
6c2og0cw,2,xlysi5bz,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,3,ktzkk4b7,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,4,unt4hlph,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,5,e3o1p3e6,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,6,0nzm25g8,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,7,f8ff6plt,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,8,poc3kn08,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,9,z9zrwosz,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,10,yldmtmxh,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,11,bjw1ymg6,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,1,o7pccht6,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,12,dxg47gml,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,13,t47t8m59,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,14,2epyouig,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,15,107rd682,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,16,6xyzc64h,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,18,uv69jk1p,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,19,thfu25ei,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,20,008uq8bs,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,17,566nkyxt,0,,InitializeParticipant,1789550133,1,0,0
6c2og0cw,22,ilc2oqlq,0,,InitializeParticipant,1789550134,1,0,0
6c2og0cw,21,o4da1gkl,0,,InitializeParticipant,1789550134,1,0,0
6c2og0cw,23,qcu0td0m,0,,InitializeParticipant,1789550134,1,0,0
6c2og0cw,24,zcjv164s,0,,InitializeParticipant,1789550134,1,0,0
6c2og0cw,25,3g7fmbdb,0,,InitializeParticipant,1789550134,1,0,0
6c2og0cw,13,t47t8m59,1,portfolio,Welcome,1789550148,1,0,0
6c2og0cw,16,6xyzc64h,1,portfolio,Welcome,1789550149,1,0,0
6c2og0cw,2,xlysi5bz,1,portfolio,Welcome,1789550150,1,0,0
6c2og0cw,1,o7pccht6,1,portfolio,Welcome,1789550150,1,0,0
6c2og0cw,4,unt4hlph,1,portfolio,Welcome,1789550152,1,0,0
6c2og0cw,24,zcjv164s,1,portfolio,Welcome,1789550153,1,0,0
6c2og0cw,18,uv69jk1p,1,portfolio,Welcome,1789550158,1,0,0
6c2og0cw,2,xlysi5bz,2,portfolio,InstructionsRisk,1789550159,1,0,0
6c2og0cw,7,f8ff6plt,1,portfolio,Welcome,1789550159,1,0,0
6c2og0cw,4,unt4hlph,2,portfolio,InstructionsRisk,1789550159,1,0,0
6c2og0cw,18,uv69jk1p,2,portfolio,InstructionsRisk,1789550161,1,0,0
6c2og0cw,25,3g7fmbdb,1,portfolio,Welcome,1789550162,1,0,0
6c2og0cw,7,f8ff6plt,2,portfolio,InstructionsRisk,1789550162,1,0,0
6c2og0cw,21,o4da1gkl,1,portfolio,Welcome,1789550175,1,0,0
6c2og0cw,13,t47t8m59,2,portfolio,InstructionsRisk,1789550175,1,0,0
6c2og0cw,18,uv69jk1p,3,portfolio,ComprehensionRisk,1789550178,1,0,0
6c2og0cw,24,zcjv164s,2,portfolio,InstructionsRisk,1789550179,1,0,0
6c2og0cw,8,poc3kn08,1,portfolio,Welcome,1789550181,1,0,0
6c2og0cw,10,yldmtmxh,1,portfolio,Welcome,1789550183,1,0,0
6c2og0cw,23,qcu0td0m,1,portfolio,Welcome,1789550186,1,0,0
6c2og0cw,16,6xyzc64h,2,portfolio,InstructionsRisk,1789550187,1,0,0
6c2og0cw,19,thfu25ei,1,portfolio,Welcome,1789550188,1,0,0
6c2og0cw,2,xlysi5bz,3,portfolio,ComprehensionRisk,1789550191,1,0,0
6c2og0cw,23,qcu0td0m,2,portfolio,InstructionsRisk,1789550191,1,0,0
6c2og0cw,18,uv69jk1p,4,portfolio,DynamicChoice,1789550195,1,0,0
6c2og0cw,17,566nkyxt,1,portfolio,Welcome,1789550197,1,0,0
6c2og0cw,1,o7pccht6,2,portfolio,InstructionsRisk,1789550198,1,0,0
6c2og0cw,14,2epyouig,1,portfolio,Welcome,1789550201,1,0,0
